hours_studied,attendance,parental_involvement,access_to_resources,extracurricular_activities,sleep_hours,previous_scores,motivation_level,internet_access,tutoring_sessions,family_income,teacher_quality,school_type,peer_influence,physical_activity,learning_disabilities,parental_education_level,distance_from_home,gender,exam_score,gender_Female,gender_Male,school_type_Private,school_type_Public,peer_influence_Negative,peer_influence_Neutral,peer_influence_Positive,internet_access_No,internet_access_Yes,parental_involvement_encoded,access_to_resources_encoded,motivation_level_encoded,family_income_encoded,teacher_quality_encoded,study_level,attendance_level,sleep_category,hours_studied_scaled,attendance_scaled,sleep_hours_scaled,previous_scores_scaled,tutoring_sessions_scaled,study_effort,learning_efficiency,activity_study_balance,tutoring_study_impact
16,71,Medium,Medium,No,8,51,Medium,Yes,0,Low,Medium,Public,Negative,2,No,Postgraduate,Far,Female,61,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,1,0,1,Medium,Average,Healthy Sleep,-0.6636453495797573,-0.7774970421901317,0.6613991013752177,-1.6717162193730573,-1.213934457288018,1136,816,32,0
7,82,High,High,Yes,8,56,Medium,Yes,0,Low,Medium,Private,Negative,2,No,High School,Far,Male,62,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2,1,0,1,Low,Average,Healthy Sleep,-2.1661141644307413,0.17516426096346072,0.6613991013752177,-1.324462516976155,-1.213934457288018,574,392,14,0
17,76,Medium,High,No,7,87,High,Yes,1,Medium,High,Public,Positive,4,No,High School,Near,Female,68,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,2,1,2,Medium,Average,Normal Sleep,-0.49670437015187013,-0.344469177120317,-0.01979557715729433,0.828510437884639,-0.40124168605466753,1292,1479,68,17
15,98,Low,Medium,Yes,8,71,Low,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Near,Male,68,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0,1,1,Medium,Good,Healthy Sleep,-0.8305863290076444,1.5608534291868679,0.6613991013752177,-0.2827014097854482,-0.40124168605466753,1470,1065,45,15
21,65,Low,Medium,No,9,56,High,Yes,1,Medium,Medium,Public,Positive,5,No,High School,Moderate,Male,63,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,2,1,1,High,Poor,Healthy Sleep,0.17105954755967837,-1.2971304802739094,1.3425937799077299,-1.324462516976155,-0.40124168605466753,1365,1176,105,21
22,99,Medium,Low,Yes,8,87,Low,Yes,1,Medium,Medium,Private,Neutral,4,No,High School,Moderate,Female,70,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,High,Good,Healthy Sleep,0.3380005269875655,1.6474590022008309,0.6613991013752177,0.828510437884639,-0.40124168605466753,2178,1914,88,22
31,69,High,Low,Yes,7,60,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,68,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,0,1,0,1,High,Poor,Normal Sleep,1.8404693418385496,-0.9507081882180577,-0.01979557715729433,-1.046659555058633,-0.40124168605466753,2139,1860,93,31
26,91,High,Medium,Yes,7,79,Medium,Yes,1,Low,Medium,Private,Neutral,5,No,High School,Near,Female,72,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1,1,0,1,High,Good,Normal Sleep,1.005764444699114,0.9546144180891273,-0.01979557715729433,0.27290451404959537,-0.40124168605466753,2366,2054,130,26
17,74,Medium,Medium,Yes,8,87,Medium,Yes,4,Low,Low,Public,Positive,3,No,College,Near,Male,67,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,0,0,Medium,Average,Healthy Sleep,-0.49670437015187013,-0.5176803231482429,0.6613991013752177,0.828510437884639,2.0368366276453838,1258,1479,51,68
15,66,Low,High,No,6,80,Medium,No,1,Low,Medium,Private,Neutral,1,No,College,Near,Male,61,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,2,1,0,1,Medium,Poor,Normal Sleep,-0.8305863290076444,-1.2105249072599464,-0.7009902556898064,0.3423552545289758,-0.40124168605466753,990,1200,15,15
23,94,Low,Medium,No,8,100,Medium,No,0,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Male,69,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,1,0,1,High,Good,Healthy Sleep,0.5049415064154527,1.2144311371310161,0.6613991013752177,1.7313700641165848,-1.213934457288018,2162,2300,69,0
12,72,Medium,Low,Yes,6,72,High,Yes,2,Low,High,Private,Negative,2,No,High School,Moderate,Female,61,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,2,0,2,Medium,Average,Normal Sleep,-1.3314092672913058,-0.6908914691761688,-0.7009902556898064,-0.21325066930606779,0.41145108517868284,864,864,24,24
31,86,High,High,Yes,6,66,Medium,Yes,3,Medium,Medium,Public,Positive,3,No,College,Moderate,Male,75,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,2,1,1,1,High,Good,Normal Sleep,1.8404693418385496,0.5215865530193126,-0.7009902556898064,-0.6299551121823505,1.2241438564120333,2666,2046,93,93
27,83,High,Low,No,5,60,Medium,Yes,0,High,Low,Public,Neutral,2,No,College,Moderate,Female,68,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,0,1,2,0,High,Average,Low Sleep,1.1727054241270012,0.26176983397742365,-1.3821849342223185,-1.046659555058633,-1.213934457288018,2241,1620,54,0
17,79,Medium,Low,Yes,6,75,Low,Yes,1,Medium,High,Public,Neutral,4,No,High School,Near,Male,65,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,2,Medium,Average,Normal Sleep,-0.49670437015187013,-0.08465245807842814,-0.7009902556898064,-0.0048984478679264375,-0.40124168605466753,1343,1275,68,17
10,80,High,Medium,Yes,6,93,High,Yes,4,Medium,Unknown,Public,Negative,3,No,College,Moderate,Female,67,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,1,2,1,-1,Low,Average,Normal Sleep,-1.66529122614708,0.0019531149355348125,-0.7009902556898064,1.2452148807609216,2.0368366276453838,800,930,30,40
28,89,Medium,High,Yes,10,97,High,Yes,3,Medium,Low,Public,Negative,6,No,High School,Near,Female,75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2,2,1,0,High,Good,Healthy Sleep,1.3396464035548883,0.7814032720612014,2.023788458440242,1.5230178426784435,1.2241438564120333,2492,2716,168,84
19,64,Low,Medium,No,6,99,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,College,Near,Male,64,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1,1,1,Medium,Poor,Normal Sleep,-0.16282241129609587,-1.3837360532878724,-0.7009902556898064,1.6619193236372043,-0.40124168605466753,1216,1881,57,19
27,87,Medium,Medium,No,8,77,Medium,Yes,1,Low,High,Public,Neutral,4,No,High School,Moderate,Male,70,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,0,2,High,Good,Healthy Sleep,1.1727054241270012,0.6081921260332754,0.6613991013752177,0.13400303309083447,-0.40124168605466753,2349,2079,108,27
10,96,High,High,No,6,80,Medium,No,0,Medium,Medium,Public,Neutral,4,No,High School,Moderate,Female,67,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2,2,1,1,1,Low,Good,Normal Sleep,-1.66529122614708,1.3876422831589421,-0.7009902556898064,0.3423552545289758,-1.213934457288018,960,800,40,0
16,62,Medium,Medium,Yes,7,79,Low,Yes,2,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,63,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,Medium,Poor,Normal Sleep,-0.6636453495797573,-1.5569471993157984,-0.01979557715729433,0.27290451404959537,0.41145108517868284,992,1264,48,32
20,66,High,High,No,7,73,Medium,Yes,1,Medium,Medium,Public,Negative,4,No,College,Unknown,Female,65,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,2,1,1,1,Medium,Poor,Normal Sleep,0.0041185681317912485,-1.2105249072599464,-0.01979557715729433,-0.14379992882668732,-0.40124168605466753,1320,1460,80,20
20,89,Medium,Medium,Yes,4,58,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Far,Female,67,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,1,Medium,Good,Low Sleep,0.0041185681317912485,0.7814032720612014,-2.0633796127548307,-1.185561036017394,-0.40124168605466753,1780,1160,60,20
17,77,Low,High,Yes,5,53,Medium,Yes,2,High,Medium,Public,Neutral,3,No,College,Near,Male,86,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2,1,2,1,Medium,Average,Low Sleep,-0.49670437015187013,-0.25786360410635406,-1.3821849342223185,-1.5328147384142963,0.41145108517868284,1309,901,51,34
24,76,Low,High,No,6,72,High,Yes,3,Medium,High,Public,Neutral,3,Yes,High School,Moderate,Female,67,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,2,2,1,2,High,Average,Normal Sleep,0.6718824858433398,-0.344469177120317,-0.7009902556898064,-0.21325066930606779,1.2241438564120333,1824,1728,72,72
14,65,High,Medium,No,5,59,Low,Yes,1,High,Medium,Public,Positive,4,No,Postgraduate,Far,Male,63,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,0,2,1,Medium,Poor,Low Sleep,-0.9975273084355315,-1.2971304802739094,-1.3821849342223185,-1.1161102955380136,-0.40124168605466753,910,826,56,14
19,80,Medium,Medium,No,7,94,Medium,Yes,0,Medium,Low,Public,Neutral,3,No,College,Moderate,Female,66,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,0,Medium,Average,Normal Sleep,-0.16282241129609587,0.0019531149355348125,-0.01979557715729433,1.314665621240302,-1.213934457288018,1520,1786,57,0
21,65,High,High,No,7,88,Low,Yes,2,Low,Medium,Private,Neutral,1,No,Unknown,Near,Male,65,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2,0,0,1,High,Poor,Normal Sleep,0.17105954755967837,-1.2971304802739094,-0.01979557715729433,0.8979611783640193,0.41145108517868284,1365,1848,21,42
23,79,Medium,Medium,No,5,81,Medium,Yes,1,Medium,Medium,Private,Neutral,3,No,High School,Near,Female,67,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,High,Average,Low Sleep,0.5049415064154527,-0.08465245807842814,-1.3821849342223185,0.41180599500835624,-0.40124168605466753,1817,1863,69,23
24,91,Medium,Medium,No,7,52,Low,Yes,0,High,High,Public,Neutral,4,No,College,Near,Male,69,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,0,2,2,High,Good,Normal Sleep,0.6718824858433398,0.9546144180891273,-0.01979557715729433,-1.6022654788936768,-1.213934457288018,2184,1248,96,0
13,70,High,High,No,6,81,Medium,Yes,2,Medium,Low,Public,Positive,2,No,Postgraduate,Near,Male,66,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,2,1,1,0,Medium,Poor,Normal Sleep,-1.1644682878634187,-0.8641026152040947,-0.7009902556898064,0.41180599500835624,0.41145108517868284,910,1053,26,26
11,79,Medium,Medium,Yes,7,81,Medium,Yes,1,High,Medium,Public,Neutral,2,No,High School,Moderate,Male,64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,2,1,Medium,Average,Normal Sleep,-1.498350246719193,-0.08465245807842814,-0.01979557715729433,0.41180599500835624,-0.40124168605466753,869,891,22,11
28,100,High,Low,Yes,6,72,Medium,Yes,1,Low,Medium,Public,Negative,2,No,Postgraduate,Near,Female,73,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,1,0,1,High,Good,Normal Sleep,1.3396464035548883,1.7340645752147938,-0.7009902556898064,-0.21325066930606779,-0.40124168605466753,2800,2016,56,28
22,87,Low,Medium,No,8,83,Low,Yes,1,Low,Medium,Public,Neutral,1,No,College,Far,Male,66,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,1,High,Good,Healthy Sleep,0.3380005269875655,0.6081921260332754,0.6613991013752177,0.5507074759671171,-0.40124168605466753,1914,1826,22,22
16,94,Medium,Medium,No,9,93,Low,Yes,1,Low,Medium,Public,Negative,4,No,Postgraduate,Near,Female,68,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,1,Medium,Good,Healthy Sleep,-0.6636453495797573,1.2144311371310161,1.3425937799077299,1.2452148807609216,-0.40124168605466753,1504,1488,64,16
29,77,High,Low,Yes,8,88,Low,Yes,0,Medium,High,Public,Positive,4,No,College,Moderate,Male,70,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0,0,1,2,High,Average,Healthy Sleep,1.5065873829827754,-0.25786360410635406,0.6613991013752177,0.8979611783640193,-1.213934457288018,2233,2552,116,0
21,91,High,Medium,No,9,74,Medium,Yes,2,Low,Low,Private,Negative,2,No,Unknown,Near,Female,69,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,1,1,0,0,High,Good,Healthy Sleep,0.17105954755967837,0.9546144180891273,1.3425937799077299,-0.07434918834730689,0.41145108517868284,1911,1554,42,42
27,62,Medium,High,Yes,5,63,Low,Yes,4,High,Medium,Public,Negative,4,No,High School,Near,Female,67,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2,0,2,1,High,Poor,Low Sleep,1.1727054241270012,-1.5569471993157984,-1.3821849342223185,-0.8383073336204918,2.0368366276453838,1674,1701,108,108
20,65,Medium,Low,No,6,74,Low,Yes,0,Medium,Medium,Private,Positive,3,No,College,Moderate,Male,62,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,1,1,Medium,Poor,Normal Sleep,0.0041185681317912485,-1.2971304802739094,-0.7009902556898064,-0.07434918834730689,-1.213934457288018,1300,1480,60,0
32,68,Medium,Low,No,8,97,High,Yes,1,Low,Medium,Public,Positive,2,No,High School,Near,Male,68,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,2,0,1,High,Poor,Healthy Sleep,2.0074103212664367,-1.0373137612320207,0.6613991013752177,1.5230178426784435,-0.40124168605466753,2176,3104,64,32
31,76,Medium,High,Yes,9,91,Medium,Yes,1,Low,Medium,Private,Neutral,4,No,Postgraduate,Near,Male,72,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2,1,0,1,High,Average,Healthy Sleep,1.8404693418385496,-0.344469177120317,1.3425937799077299,1.1063133998021608,-0.40124168605466753,2356,2821,124,31
19,94,Low,Medium,No,8,51,Medium,Yes,3,Medium,Low,Private,Positive,5,No,Postgraduate,Near,Male,69,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1,1,0,Medium,Good,Healthy Sleep,-0.16282241129609587,1.2144311371310161,0.6613991013752177,-1.6717162193730573,1.2241438564120333,1786,969,95,57
26,74,Low,Low,No,5,89,Low,Yes,3,High,High,Private,Negative,2,No,High School,Near,Male,66,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,2,2,High,Average,Low Sleep,1.005764444699114,-0.5176803231482429,-1.3821849342223185,0.9674119188433998,1.2241438564120333,1924,2314,52,78
24,86,High,High,No,6,59,Medium,Yes,1,Low,Medium,Public,Positive,3,No,High School,Moderate,Female,70,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,2,1,0,1,High,Good,Normal Sleep,0.6718824858433398,0.5215865530193126,-0.7009902556898064,-1.1161102955380136,-0.40124168605466753,2064,1416,72,24
28,88,High,Medium,No,8,79,Medium,Yes,0,Medium,Medium,Public,Positive,3,No,High School,Far,Male,71,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,1,1,1,High,Good,Healthy Sleep,1.3396464035548883,0.6947976990472384,0.6613991013752177,0.27290451404959537,-1.213934457288018,2464,2212,84,0
14,83,Medium,Medium,Yes,7,90,Medium,Yes,0,Low,Low,Public,Negative,3,No,College,Near,Female,65,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,1,0,0,Medium,Average,Normal Sleep,-0.9975273084355315,0.26176983397742365,-0.01979557715729433,1.0368626593227803,-1.213934457288018,1162,1260,42,0
24,74,High,Medium,Yes,6,78,Medium,Yes,3,Low,High,Public,Positive,3,No,College,Near,Female,70,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,1,0,2,High,Average,Normal Sleep,0.6718824858433398,-0.5176803231482429,-0.7009902556898064,0.2034537735702149,1.2241438564120333,1776,1872,72,72
26,83,Low,Low,No,7,70,High,No,2,Medium,High,Public,Negative,4,Yes,High School,Moderate,Male,65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,2,1,2,High,Average,Normal Sleep,1.005764444699114,0.26176983397742365,-0.01979557715729433,-0.35215215026482866,0.41145108517868284,2158,1820,104,52
9,74,Medium,High,No,7,66,Low,Yes,1,High,High,Private,Neutral,3,No,High School,Far,Female,62,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2,0,2,2,Low,Average,Normal Sleep,-1.8322322055749671,-0.5176803231482429,-0.01979557715729433,-0.6299551121823505,-0.40124168605466753,666,594,27,9
13,63,High,Medium,Yes,5,65,Medium,Yes,2,High,Medium,Private,Neutral,2,No,High School,Far,Male,62,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1,1,2,1,Medium,Poor,Low Sleep,-1.1644682878634187,-1.4703416263018354,-1.3821849342223185,-0.6994058526617309,0.41145108517868284,819,845,26,26
8,100,High,Medium,Yes,8,92,Medium,Yes,1,Medium,High,Public,Neutral,3,No,Postgraduate,Moderate,Female,70,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,1,1,1,2,Low,Good,Healthy Sleep,-1.9991731850028542,1.7340645752147938,0.6613991013752177,1.175764140281541,-0.40124168605466753,800,736,24,8
18,65,Medium,High,Yes,6,91,Medium,No,5,Low,Medium,Private,Neutral,3,No,College,Near,Male,66,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2,1,0,1,Medium,Poor,Normal Sleep,-0.329763390723983,-1.2971304802739094,-0.7009902556898064,1.1063133998021608,2.849529398878734,1170,1638,54,90
24,63,High,Low,Yes,7,91,Low,Yes,4,Low,Medium,Private,Positive,4,No,High School,Near,Female,67,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,0,0,0,1,High,Poor,Normal Sleep,0.6718824858433398,-1.4703416263018354,-0.01979557715729433,1.1063133998021608,2.0368366276453838,1512,2184,96,96
29,95,Medium,Low,No,9,64,Medium,Yes,1,Medium,High,Public,Positive,3,No,High School,Near,Female,72,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,1,1,2,High,Good,Healthy Sleep,1.5065873829827754,1.3010367101449791,1.3425937799077299,-0.7688565931411113,-0.40124168605466753,2755,1856,87,29
20,72,High,Low,Yes,7,90,Low,Yes,0,Low,High,Private,Negative,3,No,Postgraduate,Near,Female,66,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,0,0,2,Medium,Average,Normal Sleep,0.0041185681317912485,-0.6908914691761688,-0.01979557715729433,1.0368626593227803,-1.213934457288018,1440,1800,60,0
30,86,Medium,Low,Yes,8,52,Medium,Yes,2,Medium,Medium,Public,Negative,2,Yes,College,Moderate,Female,68,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,1,1,1,High,Good,Healthy Sleep,1.6735283624106625,0.5215865530193126,0.6613991013752177,-1.6022654788936768,0.41145108517868284,2580,1560,60,60
12,73,High,Medium,No,5,60,Medium,Yes,1,Low,Medium,Public,Negative,4,No,High School,Moderate,Male,62,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,1,1,0,1,Medium,Average,Low Sleep,-1.3314092672913058,-0.6042858961622058,-1.3821849342223185,-1.046659555058633,-0.40124168605466753,876,720,48,12
10,76,Low,Medium,Yes,8,76,Medium,Yes,2,High,High,Private,Positive,3,Yes,Postgraduate,Moderate,Male,64,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1,2,2,Low,Average,Healthy Sleep,-1.66529122614708,-0.344469177120317,0.6613991013752177,0.06455229261145401,0.41145108517868284,760,760,30,20
20,70,Medium,Medium,No,8,70,Medium,Yes,0,Low,Medium,Public,Neutral,5,No,Postgraduate,Near,Female,65,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,0,1,Medium,Poor,Healthy Sleep,0.0041185681317912485,-0.8641026152040947,0.6613991013752177,-0.35215215026482866,-1.213934457288018,1400,1400,100,0
22,74,Medium,Low,Yes,6,56,Low,Yes,4,Medium,High,Public,Negative,3,No,Postgraduate,Moderate,Male,66,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0,1,2,High,Average,Normal Sleep,0.3380005269875655,-0.5176803231482429,-0.7009902556898064,-1.324462516976155,2.0368366276453838,1628,1232,66,88
20,76,Medium,Low,No,7,52,Medium,Yes,2,Low,High,Private,Neutral,3,No,High School,Near,Female,64,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1,0,2,Medium,Average,Normal Sleep,0.0041185681317912485,-0.344469177120317,-0.01979557715729433,-1.6022654788936768,0.41145108517868284,1520,1040,60,40
8,89,Medium,High,Yes,7,81,Low,Yes,4,Low,Medium,Public,Neutral,3,No,College,Near,Male,67,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2,0,0,1,Low,Good,Normal Sleep,-1.9991731850028542,0.7814032720612014,-0.01979557715729433,0.41180599500835624,2.0368366276453838,712,648,24,32
19,80,High,Medium,Yes,7,66,Low,Yes,4,Medium,Medium,Public,Negative,4,No,College,Near,Female,69,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,1,0,1,1,Medium,Average,Normal Sleep,-0.16282241129609587,0.0019531149355348125,-0.01979557715729433,-0.6299551121823505,2.0368366276453838,1520,1254,76,76
12,98,High,Medium,Yes,8,51,Medium,Yes,0,Medium,Low,Public,Positive,5,No,Postgraduate,Moderate,Male,68,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,1,1,1,0,Medium,Good,Healthy Sleep,-1.3314092672913058,1.5608534291868679,0.6613991013752177,-1.6717162193730573,-1.213934457288018,1176,612,60,0
24,62,Medium,Medium,No,6,72,High,Yes,2,Low,Low,Public,Neutral,4,No,High School,Near,Male,64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,2,0,0,High,Poor,Normal Sleep,0.6718824858433398,-1.5569471993157984,-0.7009902556898064,-0.21325066930606779,0.41145108517868284,1488,1728,96,48
22,80,High,Medium,Yes,7,65,Medium,Yes,2,High,Medium,Private,Neutral,2,No,High School,Moderate,Female,68,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1,1,2,1,High,Average,Normal Sleep,0.3380005269875655,0.0019531149355348125,-0.01979557715729433,-0.6994058526617309,0.41145108517868284,1760,1430,44,44
14,83,Low,Low,Yes,9,79,Medium,Yes,1,Medium,Low,Public,Positive,3,No,High School,Near,Male,64,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,1,1,0,Medium,Average,Healthy Sleep,-0.9975273084355315,0.26176983397742365,1.3425937799077299,0.27290451404959537,-0.40124168605466753,1162,1106,42,14
17,97,Medium,High,No,9,96,High,Yes,0,High,Medium,Public,Negative,1,No,Postgraduate,Near,Male,71,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2,2,2,1,Medium,Good,Healthy Sleep,-0.49670437015187013,1.474247856172905,1.3425937799077299,1.453567102199063,-1.213934457288018,1649,1632,17,0
14,62,High,High,Yes,8,65,Low,Yes,3,Low,Medium,Public,Negative,2,No,High School,Far,Male,61,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,2,0,0,1,Medium,Poor,Healthy Sleep,-0.9975273084355315,-1.5569471993157984,0.6613991013752177,-0.6994058526617309,1.2241438564120333,868,910,28,42
20,83,Low,Medium,No,7,100,Medium,Yes,4,Low,Medium,Public,Negative,3,No,College,Near,Male,68,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,1,0,1,Medium,Average,Normal Sleep,0.0041185681317912485,0.26176983397742365,-0.01979557715729433,1.7313700641165848,2.0368366276453838,1660,2000,60,80
26,94,High,Medium,Yes,10,54,Low,Yes,2,High,Medium,Public,Neutral,5,No,Unknown,Near,Male,73,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,1,0,2,1,High,Good,Healthy Sleep,1.005764444699114,1.2144311371310161,2.023788458440242,-1.4633639979349158,0.41145108517868284,2444,1404,130,52
14,70,High,Medium,Yes,9,54,Medium,No,3,Medium,Medium,Public,Positive,1,No,College,Near,Male,64,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,1,1,1,1,Medium,Poor,Healthy Sleep,-0.9975273084355315,-0.8641026152040947,1.3425937799077299,-1.4633639979349158,1.2241438564120333,980,756,14,42
23,95,Medium,Medium,Yes,7,86,Medium,Yes,3,Low,Medium,Public,Positive,4,Yes,Postgraduate,Far,Male,72,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,0,1,High,Good,Normal Sleep,0.5049415064154527,1.3010367101449791,-0.01979557715729433,0.7590596974052585,1.2241438564120333,2185,1978,92,69
17,61,Medium,Medium,Yes,7,87,High,Yes,5,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,65,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,2,1,1,Medium,Poor,Normal Sleep,-0.49670437015187013,-1.6435527723297614,-0.01979557715729433,0.828510437884639,2.849529398878734,1037,1479,51,85
15,89,Medium,Medium,Yes,6,71,Medium,Yes,1,Medium,High,Public,Positive,4,No,High School,Near,Female,68,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,2,Medium,Good,Normal Sleep,-0.8305863290076444,0.7814032720612014,-0.7009902556898064,-0.2827014097854482,-0.40124168605466753,1335,1065,60,15
19,97,High,Low,Yes,8,64,Medium,Yes,2,Low,High,Public,Positive,3,No,High School,Near,Male,71,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0,1,0,2,Medium,Good,Healthy Sleep,-0.16282241129609587,1.474247856172905,0.6613991013752177,-0.7688565931411113,0.41145108517868284,1843,1216,57,38
14,86,Medium,Low,Yes,8,90,Medium,No,3,Medium,Unknown,Public,Negative,3,Yes,Postgraduate,Near,Male,65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0,1,1,-1,Medium,Good,Healthy Sleep,-0.9975273084355315,0.5215865530193126,0.6613991013752177,1.0368626593227803,1.2241438564120333,1204,1260,42,42
17,78,Medium,Medium,No,8,98,Low,Yes,2,Medium,Medium,Private,Positive,2,No,High School,Near,Male,66,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,0,1,1,Medium,Average,Healthy Sleep,-0.49670437015187013,-0.1712580310923911,0.6613991013752177,1.5924685831578238,0.41145108517868284,1326,1666,34,34
