item_identifier,item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type
FDP51,13.85,Regular,0.08486204,Meat,120.01,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDJ40,13.6,Regular,0.049869757,Frozen Foods,110.99,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDC32,18.35,Low Fat,0.099263089,Fruits and Vegetables,93.45,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRI49,14.15,Low Fat,0.182618653,Soft Drinks,81.63,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCW54,7.5,Low Fat,0.096958614,Household,55.36,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDF09,6.215,Low Fat,0.012217624,Fruits and Vegetables,37.78,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDP45,15.7,Regular,0.030749596,Snack Foods,250.67,OUT018,2009,Medium,Tier 3,Supermarket Type2
DRJ23,18.35,Low Fat,0.041838623,Hard Drinks,187.19,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDS59,14.8,Regular,0.044141726,Breads,111.16,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDY08,9.395,Regular,0.171075221,Fruits and Vegetables,138.98,OUT046,1997,Small,Tier 1,Supermarket Type1
FDX16,17.85,low fat,0.065912362,Frozen Foods,147.8,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY16,18.35,Regular,0.092602446,Frozen Foods,184.73,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDK32,16.25,Regular,0,Fruits and Vegetables,152.87,OUT035,2004,Small,Tier 2,Supermarket Type1
FDQ22,16.75,Low Fat,0.029714904,Snack Foods,39.38,OUT013,1987,High,Tier 3,Supermarket Type1
NCC31,8.02,Low Fat,0.019951406,Household,156,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDG58,10.695,Regular,0.086916126,Snack Foods,153.8,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRF48,5.73,Low Fat,0.051758358,Soft Drinks,189.09,OUT013,1987,High,Tier 3,Supermarket Type1
DRH36,16.2,Low Fat,0.033431957,Soft Drinks,73.37,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCR30,20.6,Low Fat,0.070979549,Household,75.57,OUT035,2004,Small,Tier 2,Supermarket Type1
FDB03,17.75,Regular,0.274592283,Dairy,242.25,OUT019,1985,Small,Tier 1,Grocery Store
FDZ28,20,Regular,0.051243144,Frozen Foods,126.17,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDR35,12.5,Low Fat,0.020814797,Breads,198.47,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRD15,10.6,Low Fat,0.056520886,Dairy,232.66,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDJ33,8.895,Regular,0.154640734,Snack Foods,124.27,OUT019,1985,Small,Tier 1,Grocery Store
FDA56,9.21,Low Fat,0.014670454,Fruits and Vegetables,120.24,OUT010,1998,Unknown,Tier 3,Grocery Store
FDP56,8.185,Low Fat,0.046484138,Fruits and Vegetables,47.97,OUT046,1997,Small,Tier 1,Supermarket Type1
NCT30,9.1,Low Fat,0.08029289,Household,48.17,OUT046,1997,Small,Tier 1,Supermarket Type1
FDK15,10.8,Low Fat,0.098970494,Meat,100.3,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDH44,19.1,Regular,0,Fruits and Vegetables,146.94,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDV01,19.2,Regular,0.084879879,Canned,154.63,OUT013,1987,High,Tier 3,Supermarket Type1
DRG03,14.5,Low Fat,0.062337196,Dairy,152.5,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDG50,12.676,Low Fat,0.015197838,Canned,89.71,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDR16,5.845,Regular,0.175778605,Frozen Foods,214.92,OUT010,1998,Unknown,Tier 3,Grocery Store
FDZ60,20.5,Low Fat,0.119361811,Baking Goods,107.86,OUT046,1997,Small,Tier 1,Supermarket Type1
DRG03,14.5,Low Fat,0.062112285,Dairy,154.3,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDS56,5.785,Regular,0.038914743,Fruits and Vegetables,264.03,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU33,7.63,Regular,0.134982959,Snack Foods,45.24,OUT045,2002,Unknown,Tier 2,Supermarket Type1
DRD27,18.75,Low Fat,0.023835413,Dairy,99.1,OUT035,2004,Small,Tier 2,Supermarket Type1
FDW22,9.695,Regular,0,Snack Foods,223.11,OUT046,1997,Small,Tier 1,Supermarket Type1
DRA24,19.35,Regular,0.040009212,Soft Drinks,163.29,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDF38,11.8,Regular,0.026398984,Canned,38.91,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDX48,17.75,Regular,0.037856364,Baking Goods,154.37,OUT013,1987,High,Tier 3,Supermarket Type1
FDS58,9.285,Regular,0.021092185,Snack Foods,160.86,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDC32,18.35,Low Fat,0.099109001,Fruits and Vegetables,92.95,OUT046,1997,Small,Tier 1,Supermarket Type1
NCQ29,12,Low Fat,0.104441517,Health and Hygiene,261.73,OUT045,2002,Unknown,Tier 2,Supermarket Type1
DRK39,7.02,Low Fat,0.05006853,Dairy,84.02,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCS38,8.6,Low Fat,0.090701591,Household,114.22,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRO47,10.195,Low Fat,0.112131275,Hard Drinks,112.09,OUT013,1987,High,Tier 3,Supermarket Type1
DRG27,8.895,Low Fat,0.104601689,Dairy,42.31,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDC57,20.1,Regular,0.054330154,Fruits and Vegetables,191.48,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDS55,7.02,Low Fat,0.081164178,Fruits and Vegetables,146.77,OUT046,1997,Small,Tier 1,Supermarket Type1
NCJ06,20.1,Low Fat,0.034793779,Household,119.88,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDO01,21.1,Regular,0.036275691,Breakfast,129.6,OUT019,1985,Small,Tier 1,Grocery Store
NCM55,15.6,Low Fat,0.066861456,Others,185.79,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDC52,11.15,Regular,0.008292773,Dairy,152.27,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDQ15,20.35,Regular,0.151379828,Meat,80.13,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCT30,9.1,Low Fat,0.079904068,Household,47.57,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCR42,9.105,Low Fat,0.038295533,Household,32.39,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDD28,10.695,Low Fat,0,Frozen Foods,57.89,OUT035,2004,Small,Tier 2,Supermarket Type1
FDQ34,10.85,Low Fat,0.162494861,Snack Foods,104.56,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDZ12,9.17,Low Fat,0.102480138,Baking Goods,142.75,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRE13,6.28,Low Fat,0.048508058,Soft Drinks,86.12,OUT019,1985,Small,Tier 1,Grocery Store
NCN07,18.5,Low Fat,0.059432784,Others,133.03,OUT019,1985,Small,Tier 1,Grocery Store
FDM28,15.7,Low Fat,0.045195307,Frozen Foods,180.77,OUT035,2004,Small,Tier 2,Supermarket Type1
FDI10,8.51,Regular,0.078847814,Snack Foods,171.54,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDQ25,8.63,Regular,0.028253161,Canned,170.44,OUT013,1987,High,Tier 3,Supermarket Type1
FDA38,5.44,Low Fat,0.042648161,Dairy,241.55,OUT010,1998,Unknown,Tier 3,Grocery Store
DRI13,15.35,Low Fat,0.020358565,Soft Drinks,216.55,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY20,12.5,Regular,0.081356869,Fruits and Vegetables,90.25,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCZ53,9.6,Low Fat,0.024472537,Health and Hygiene,187.22,OUT035,2004,Small,Tier 2,Supermarket Type1
NCM31,6.095,Low Fat,0.081129049,Others,143.82,OUT013,1987,High,Tier 3,Supermarket Type1
DRB01,7.39,Low Fat,0.082704564,Soft Drinks,189.05,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRF37,17.25,Low Fat,0.084332638,Soft Drinks,262.09,OUT046,1997,Small,Tier 1,Supermarket Type1
NCF42,17.35,Low Fat,0.167643297,Household,177.17,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDF16,7.3,Low Fat,0.08648324,Frozen Foods,148.91,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDB41,19,Regular,0.097232147,Frozen Foods,47.87,OUT013,1987,High,Tier 3,Supermarket Type1
FDR34,17,Regular,0.015952023,Snack Foods,227.34,OUT013,1987,High,Tier 3,Supermarket Type1
FDR15,9.3,Regular,0.033574204,Meat,155.73,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCV42,6.26,Low Fat,0.05501583,Household,111.82,OUT019,1985,Small,Tier 1,Grocery Store
FDW51,6.155,Regular,0.094641972,Meat,212.06,OUT035,2004,Small,Tier 2,Supermarket Type1
FDU36,6.15,Low Fat,0.046532678,Baking Goods,97.24,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDX60,14.35,Low Fat,0.080719435,Baking Goods,81,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY03,17.6,Regular,0.076107437,Meat,113.02,OUT035,2004,Small,Tier 2,Supermarket Type1
FDW55,12.6,Regular,0.022014451,Fruits and Vegetables,248.21,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDT01,13.65,Regular,0.308258994,Canned,213.09,OUT010,1998,Unknown,Tier 3,Grocery Store
FDG58,10.695,Regular,0.086708987,Snack Foods,154.7,OUT013,1987,High,Tier 3,Supermarket Type1
FDK21,7.905,Low Fat,0.010068952,Snack Foods,249.44,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCS41,12.85,Low Fat,0.093573569,Health and Hygiene,182.46,OUT019,1985,Small,Tier 1,Grocery Store
FDS10,19.2,Low Fat,0.035256945,Snack Foods,181.73,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCT53,5.4,Low Fat,0.048116258,Health and Hygiene,164.95,OUT046,1997,Small,Tier 1,Supermarket Type1
FDJ28,12.3,Low Fat,0.021950037,Frozen Foods,190.72,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDX44,9.3,Low Fat,0.043053682,Fruits and Vegetables,87.62,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDT20,10.5,Low Fat,0.041564073,Fruits and Vegetables,38.42,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDO44,12.6,low fat,0.087947879,Fruits and Vegetables,109.92,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCX17,21.25,Low Fat,0.113780055,Health and Hygiene,234.93,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDY01,11.8,Regular,0.171246685,Canned,116.58,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDJ12,8.895,Regular,0.038852056,Baking Goods,209.53,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRK35,8.365,low fat,0.072139167,Hard Drinks,36.75,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDD47,7.6,Regular,0.249342884,Starchy Foods,168.54,OUT019,1985,Small,Tier 1,Grocery Store
NCM53,18.75,Low Fat,0.052031075,Health and Hygiene,106.23,OUT035,2004,Small,Tier 2,Supermarket Type1
FDO45,13.15,Regular,0.037921193,Snack Foods,87.39,OUT013,1987,High,Tier 3,Supermarket Type1
NCM42,6.13,Low Fat,0.047404371,Household,109.39,OUT010,1998,Unknown,Tier 3,Grocery Store
FDE04,19.75,Regular,0,Frozen Foods,179.67,OUT046,1997,Small,Tier 1,Supermarket Type1
NCI30,20.25,Low Fat,0.058650124,Household,247.85,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDZ19,6.425,Low Fat,0.093377128,Fruits and Vegetables,174.67,OUT013,1987,High,Tier 3,Supermarket Type1
FDW57,8.31,Regular,0.115581112,Snack Foods,177.5,OUT013,1987,High,Tier 3,Supermarket Type1
FDA25,16.5,Regular,0,Canned,102.3,OUT013,1987,High,Tier 3,Supermarket Type1
FDT22,10.395,Low Fat,0.112097216,Snack Foods,59.02,OUT046,1997,Small,Tier 1,Supermarket Type1
FDP51,13.85,Regular,0.085204025,Meat,118.91,OUT013,1987,High,Tier 3,Supermarket Type1
FDD48,10.395,Low Fat,0.030012644,Baking Goods,116.12,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDY39,5.305,Regular,0.0470198,Meat,182.76,OUT035,2004,Small,Tier 2,Supermarket Type1
FDO48,15,Regular,0.04492594,Baking Goods,221.95,OUT010,1998,Unknown,Tier 3,Grocery Store
FDD23,9.5,Regular,0.048449768,Starchy Foods,185.59,OUT027,1985,Medium,Tier 3,Supermarket Type3
DRN35,8.01,Low Fat,0.069907412,Hard Drinks,36.95,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDT01,13.65,Regular,0.184132888,Canned,214.09,OUT035,2004,Small,Tier 2,Supermarket Type1
FDC20,10.65,Low Fat,0.040123315,Fruits and Vegetables,54.63,OUT010,1998,Unknown,Tier 3,Grocery Store
DRJ35,10.1,low fat,0.046575743,Hard Drinks,62.19,OUT035,2004,Small,Tier 2,Supermarket Type1
FDB32,20.6,Low Fat,0.023452939,Fruits and Vegetables,93.68,OUT046,1997,Small,Tier 1,Supermarket Type1
FDL24,10.3,Regular,0.024896589,Baking Goods,173.24,OUT046,1997,Small,Tier 1,Supermarket Type1
NCV42,6.26,Low Fat,0.031416038,Household,112.52,OUT035,2004,Small,Tier 2,Supermarket Type1
FDZ46,7.485,Low Fat,0.06912372,Snack Foods,109.22,OUT046,1997,Small,Tier 1,Supermarket Type1
FDC15,18.1,Low Fat,0.177820954,Dairy,155.73,OUT013,1987,High,Tier 3,Supermarket Type1
FDD08,8.3,Low Fat,0.061900923,Fruits and Vegetables,37.85,OUT019,1985,Small,Tier 1,Grocery Store
FDY50,5.8,Low Fat,0,Dairy,88.82,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDD36,13.3,Low Fat,0.021255857,Baking Goods,119.11,OUT013,1987,High,Tier 3,Supermarket Type1
FDG57,12.676,Low Fat,0.071948252,Fruits and Vegetables,48.8,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDL21,15.85,Regular,0.007175526,Snack Foods,40.85,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDN16,12.6,Regular,0.06239666,Frozen Foods,102,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDJ09,12.676,Low Fat,0.058112049,Snack Foods,45.57,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDS01,11.6,Low Fat,0.02970149,Canned,179.37,OUT010,1998,Unknown,Tier 3,Grocery Store
FDV33,9.6,Regular,0.027498277,Snack Foods,260.23,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRE12,4.59,Low Fat,0.071180921,Soft Drinks,114.19,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDR07,21.35,Low Fat,0.077679213,Fruits and Vegetables,97.21,OUT013,1987,High,Tier 3,Supermarket Type1
FDP48,7.52,Regular,0.073685833,Baking Goods,183.9,OUT010,1998,Unknown,Tier 3,Grocery Store
NCB55,15.7,Low Fat,0.160632642,Household,57.86,OUT035,2004,Small,Tier 2,Supermarket Type1
FDQ08,15.7,Regular,0.018914599,Fruits and Vegetables,59.65,OUT013,1987,High,Tier 3,Supermarket Type1
FDR34,17,Regular,0.01596229,Snack Foods,230.84,OUT035,2004,Small,Tier 2,Supermarket Type1
FDO33,14.75,Low Fat,0.089322461,Snack Foods,112.25,OUT046,1997,Small,Tier 1,Supermarket Type1
FDP13,8.1,Regular,0.134595967,Canned,38.45,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDX12,18.2,Regular,0,Baking Goods,243.02,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCT06,17.1,Low Fat,0.03879778,Household,166.38,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDR16,5.845,Regular,0,Frozen Foods,213.72,OUT019,1985,Small,Tier 1,Grocery Store
FDE36,5.26,Regular,0.041772386,Baking Goods,165.09,OUT046,1997,Small,Tier 1,Supermarket Type1
FDZ36,6.035,Regular,0.065886059,Baking Goods,184.92,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDV13,17.35,Regular,0.027666863,Canned,87.99,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCZ17,12.15,Low Fat,0.079416624,Health and Hygiene,36.25,OUT035,2004,Small,Tier 2,Supermarket Type1
FDU56,16.85,Low Fat,0.044504129,Fruits and Vegetables,183.53,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDM09,11.15,Regular,0.085915295,Snack Foods,170.78,OUT035,2004,Small,Tier 2,Supermarket Type1
FDV02,16.75,Low Fat,0.060888099,Dairy,171.91,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDS34,19.35,Regular,0.07707176,Snack Foods,112.85,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDA11,7.75,Low Fat,0.043306047,Baking Goods,95.34,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDP09,19.75,Low Fat,0.034081551,Snack Foods,211.79,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDB29,16.7,Regular,0.05215787,Frozen Foods,114.42,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDT19,7.59,Regular,0,Fruits and Vegetables,172.81,OUT017,2007,Unknown,Tier 2,Supermarket Type1
DRH15,8.775,Low Fat,0.110532975,Dairy,44.24,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDY38,13.6,Regular,0.119176431,Dairy,233.93,OUT046,1997,Small,Tier 1,Supermarket Type1
FDF14,7.55,Low Fat,0.027038245,Canned,151.83,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDN48,13.35,Low Fat,0.108714206,Baking Goods,93.28,OUT010,1998,Unknown,Tier 3,Grocery Store
FDQ12,12.65,Low Fat,0.03538128,Baking Goods,230.7,OUT013,1987,High,Tier 3,Supermarket Type1
NCJ43,6.635,Low Fat,0.027124299,Household,172.94,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDE17,20.1,Regular,0.095344543,Frozen Foods,152.34,OUT019,1985,Small,Tier 1,Grocery Store
FDB05,5.155,Low Fat,0.08318261,Frozen Foods,248.88,OUT035,2004,Small,Tier 2,Supermarket Type1
FDH10,21,Low Fat,0.049405001,Snack Foods,192.85,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCR06,12.5,Low Fat,0.006803416,Household,40.81,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDU32,8.785,Low Fat,0.026073405,Fruits and Vegetables,121.44,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDD56,15.2,Regular,0.103939618,Fruits and Vegetables,173.61,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDO36,19.7,Low Fat,0.078231229,Baking Goods,181.47,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDH16,10.5,Low Fat,0.087966875,Frozen Foods,91.58,OUT010,1998,Unknown,Tier 3,Grocery Store
FDX10,6.385,Regular,0.124214471,Snack Foods,35.59,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDZ37,8.1,Regular,0.019880322,Canned,88.02,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDU31,10.5,Regular,0.041829904,Fruits and Vegetables,217.85,OUT010,1998,Unknown,Tier 3,Grocery Store
DRC49,8.67,Low Fat,0.065538317,Soft Drinks,141.81,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDL15,17.85,Low Fat,0.046729336,Meat,152.57,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDN32,17.5,Low Fat,0,Fruits and Vegetables,186.03,OUT019,1985,Small,Tier 1,Grocery Store
DRH59,10.8,Low Fat,0.058150483,Hard Drinks,74.14,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCU29,7.685,Low Fat,0.025517058,Health and Hygiene,147.48,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDR37,16.5,Regular,0,Breakfast,183.73,OUT019,1985,Small,Tier 1,Grocery Store
FDS14,7.285,Low Fat,0.050167414,Dairy,156.93,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDU02,13.35,Low Fat,0.102015088,Dairy,227.24,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDJ08,11.1,Low Fat,0.110651177,Fruits and Vegetables,192.78,OUT035,2004,Small,Tier 2,Supermarket Type1
NCZ06,19.6,Low Fat,0.094352624,Household,253.87,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDO31,6.76,Regular,0.029027743,Fruits and Vegetables,81.4,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDH31,12,Regular,0.020494302,Meat,101.2,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDS58,9.285,Regular,0.021125435,Snack Foods,159.76,OUT017,2007,Unknown,Tier 2,Supermarket Type1
NCA53,11.395,Low Fat,0.009830622,Health and Hygiene,48.9,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDF50,4.905,Low Fat,0,Canned,197.78,OUT046,1997,Small,Tier 1,Supermarket Type1
NCW42,18.2,Low Fat,0.058559885,Household,222.65,OUT049,1999,Medium,Tier 1,Supermarket Type1
NCQ17,10.3,Low Fat,0.117169698,Health and Hygiene,156.16,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDK51,19.85,Low Fat,0.005256469,Dairy,264.09,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCW41,18,Low Fat,0.025860761,Health and Hygiene,157.16,OUT010,1998,Unknown,Tier 3,Grocery Store
NCR29,7.565,Low Fat,0.054949947,Health and Hygiene,54.99,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDB08,6.055,Low Fat,0.054457963,Fruits and Vegetables,158.86,OUT019,1985,Small,Tier 1,Grocery Store
FDA40,16,Regular,0.098790484,Frozen Foods,85.89,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDL14,8.115,Regular,0.032289868,Canned,157.7,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDB47,8.8,Low Fat,0.071429389,Snack Foods,207.46,OUT046,1997,Small,Tier 1,Supermarket Type1
FDO03,10.395,Regular,0.036876003,Meat,228.34,OUT035,2004,Small,Tier 2,Supermarket Type1
DRK13,11.8,Low Fat,0.201643565,Soft Drinks,197.71,OUT019,1985,Small,Tier 1,Grocery Store
FDX13,7.725,Low Fat,0.079978878,Canned,248.31,OUT010,1998,Unknown,Tier 3,Grocery Store
FDF52,9.3,Low Fat,0.066783292,Frozen Foods,183.03,OUT046,1997,Small,Tier 1,Supermarket Type1
FDT11,5.94,Regular,0.029347924,Breads,188.46,OUT013,1987,High,Tier 3,Supermarket Type1
FDB08,6.055,Low Fat,0,Fruits and Vegetables,160.16,OUT013,1987,High,Tier 3,Supermarket Type1
FDQ28,14,Regular,0,Frozen Foods,155.67,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDD29,12.15,Low Fat,0.018447852,Frozen Foods,252.67,OUT045,2002,Unknown,Tier 2,Supermarket Type1
NCQ29,12,Low Fat,0.103725396,Health and Hygiene,261.73,OUT027,1985,Medium,Tier 3,Supermarket Type3
NCO02,11.15,Low Fat,0.073307104,Others,65.21,OUT013,1987,High,Tier 3,Supermarket Type1
FDR56,15.5,Regular,0.168661356,Fruits and Vegetables,195.88,OUT010,1998,Unknown,Tier 3,Grocery Store
NCM54,17.7,Low Fat,0.051018257,Household,125.27,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDP51,13.85,Regular,0.085258864,Meat,116.81,OUT035,2004,Small,Tier 2,Supermarket Type1
FDT38,18.7,Low Fat,0.057489563,Dairy,84.76,OUT013,1987,High,Tier 3,Supermarket Type1
FDZ20,16.1,Low Fat,0.034446714,Fruits and Vegetables,253.34,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDJ53,10.5,Low Fat,0.071198613,Frozen Foods,120.61,OUT013,1987,High,Tier 3,Supermarket Type1
FDX13,7.725,Low Fat,0.047857249,Canned,249.21,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDP58,11.1,Low Fat,0.135116764,Snack Foods,220.45,OUT035,2004,Small,Tier 2,Supermarket Type1
NCK31,10.895,Low Fat,0.047357161,Others,51.97,OUT019,1985,Small,Tier 1,Grocery Store
FDA35,14.85,Regular,0.054056872,Baking Goods,123.21,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDV37,13,Regular,0.083854075,Canned,198.74,OUT018,2009,Medium,Tier 3,Supermarket Type2
NCO07,9.06,Low Fat,0.009728926,Others,213.66,OUT027,1985,Medium,Tier 3,Supermarket Type3
FDA20,6.78,Low Fat,0.066756194,Fruits and Vegetables,187.32,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDZ59,6.63,Regular,0.104001913,Baking Goods,168.45,OUT035,2004,Small,Tier 2,Supermarket Type1
NCY17,18.2,Low Fat,0.164018678,Health and Hygiene,44.91,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDQ28,14,Regular,0.060415636,Frozen Foods,153.17,OUT035,2004,Small,Tier 2,Supermarket Type1
FDV35,19.5,Low Fat,0.128931187,Breads,154.63,OUT017,2007,Unknown,Tier 2,Supermarket Type1
FDQ36,7.855,Regular,0.161413005,Baking Goods,35.28,OUT013,1987,High,Tier 3,Supermarket Type1
FDD34,7.945,Low Fat,0.01594096,Snack Foods,163.12,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDK51,19.85,Low Fat,0,Dairy,265.09,OUT045,2002,Unknown,Tier 2,Supermarket Type1
FDV31,9.8,Low Fat,0.106697143,Fruits and Vegetables,175.64,OUT035,2004,Small,Tier 2,Supermarket Type1
FDR04,7.075,Low Fat,0.022562708,Frozen Foods,95.91,OUT035,2004,Small,Tier 2,Supermarket Type1
FDR14,11.65,Low Fat,0.174319632,Dairy,55.53,OUT049,1999,Medium,Tier 1,Supermarket Type1
DRC36,13,Regular,0.075295456,Soft Drinks,174.41,OUT010,1998,Unknown,Tier 3,Grocery Store
FDE39,7.89,Low Fat,0.063266852,Dairy,120.68,OUT019,1985,Small,Tier 1,Grocery Store
FDP57,17.5,Low Fat,0.052525654,Snack Foods,104.4,OUT049,1999,Medium,Tier 1,Supermarket Type1
FDE57,9.6,Low Fat,0.036285125,Fruits and Vegetables,141.22,OUT046,1997,Small,Tier 1,Supermarket Type1
NCN18,8.895,Low Fat,0.12471467,Household,111.45,OUT046,1997,Small,Tier 1,Supermarket Type1
NCQ05,11.395,Low Fat,0.021694101,Health and Hygiene,150.07,OUT018,2009,Medium,Tier 3,Supermarket Type2
FDW47,15,Low Fat,0.046366458,Breads,119.94,OUT035,2004,Small,Tier 2,Supermarket Type1
FDV46,18.2,Low Fat,0.012605492,Snack Foods,137.82,OUT035,2004,Small,Tier 2,Supermarket Type1
NCP29,8.42,Low Fat,0.112498699,Health and Hygiene,62.82,OUT045,2002,Unknown,Tier 2,Supermarket Type1
